Identifiant;EXPO;ft_23_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;age_batiment;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi
14318;1.0;0.0;0;0;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
16037;1.0;0.0;0;1;0;2;2;4;116.0;0;1;0;0;0;0;0;0;1
17129;1.0;0.0;0;1;0;2;4;3;55.0;1;0;0;0;0;1;0;0;0
4352;1.0;0.0;0;1;1;2;2;0;53.0;0;0;1;0;0;1;0;0;0
10118;1.0;0.0;1;1;1;2;4;0;32.0;0;0;0;1;0;1;0;0;0
2392;0.0;0.0;0;1;1;2;3;0;46.87981527371062;1;0;0;0;0;1;0;0;0
1292;0.99726776;0.0;0;0;1;2;1;0;28.0;0;0;1;0;0;1;0;0;0
18149;1.0;0.6;0;1;0;1;2;5;314.0;1;0;0;0;0;1;0;0;0
17906;1.0;0.0;1;1;0;2;3;6;47.0;0;0;1;0;0;0;0;0;1
6652;1.0;0.0;0;1;1;2;2;0;33.0;0;1;0;0;0;1;0;0;0
16645;1.0;0.0;0;1;0;2;2;2;193.0;1;0;0;0;0;1;0;0;0
10344;1.0;0.0;0;1;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
865;1.0;0.0;0;1;1;2;4;0;48.87981527371062;0;0;1;0;0;1;0;0;0
12550;1.0;0.0;1;0;1;2;2;0;25.0;0;0;1;0;0;1;0;0;0
515;1.0;0.0;0;1;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
1588;0.99726776;0.0;0;1;1;2;2;0;36.0;0;0;0;1;0;1;0;0;0
4125;1.0;0.6;0;1;0;2;4;8;34.0;0;0;0;1;0;1;0;0;0
3057;1.0;0.0;0;1;1;2;3;0;33.0;0;1;0;0;0;1;0;0;0
18526;1.0;0.6;1;1;0;1;2;4;65.0;0;1;0;0;0;1;0;0;0
18468;1.0;0.0;1;1;0;2;2;6;2.0;0;0;0;1;0;0;0;1;0
7970;1.0;0.0;0;1;0;1;1;5;53.0;0;0;1;0;0;0;0;1;0
2599;1.0;0.0;0;1;0;2;2;4;28.0;0;0;1;0;0;1;0;0;0
1734;0.99726776;0.0;1;1;1;2;3;0;50.87981527371062;0;1;0;0;0;1;0;0;0
4075;1.0;0.0;0;1;1;2;2;0;24.0;1;0;0;0;0;1;0;0;0
4077;1.0;0.0;0;1;1;2;4;0;54.0;0;0;0;1;0;1;0;0;0
18734;1.0;0.6;0;1;0;2;1;6;3.0;0;0;0;1;1;0;0;0;0
8314;0.9972602740000001;0.0;0;1;0;2;4;2;45.0;1;0;0;0;0;0;0;0;1
8918;1.0;0.0;0;0;1;2;4;0;32.0;0;1;0;0;0;1;0;0;0
4459;1.0;0.0;0;1;0;1;1;2;33.0;0;1;0;0;0;0;0;0;1
8881;0.9150684929999999;0.0;0;0;1;2;4;0;47.87981527371062;0;1;0;0;0;1;0;0;0
13769;1.0;0.0;1;0;1;2;2;0;25.0;0;0;1;0;0;1;0;0;0
5140;1.0;0.0;1;1;0;2;4;8;112.0;0;0;0;1;0;1;0;0;0
2393;0.0;0.0;0;1;1;2;3;0;50.87981527371062;1;0;0;0;0;1;0;0;0
16831;1.0;0.0;1;1;0;2;2;2;44.0;0;0;0;1;0;1;0;0;0
14432;1.0;0.0;0;0;1;2;2;0;35.0;0;0;0;1;0;1;0;0;0
8002;1.0;0.0;0;1;1;2;2;0;46.87981527371062;1;0;0;0;0;1;0;0;0
1478;1.0;0.0;0;1;0;2;2;6;115.0;0;0;1;0;0;0;0;1;0
13;1.0;0.6;0;1;0;2;2;4;75.0;1;0;0;0;0;0;0;0;1
15326;0.17260274;0.0;0;1;0;2;2;4;84.0;0;1;0;0;0;1;0;0;0
18091;1.0;2.0;1;1;0;2;3;6;5.0;0;0;0;1;0;1;0;0;0
18966;0.259562842;0.0;0;1;0;2;2;7;62.0;0;0;1;0;0;0;0;0;1
7085;1.0;0.0;0;0;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
10173;1.0;0.0;1;1;1;2;1;0;47.87981527371062;0;1;0;0;0;1;0;0;0
10193;1.0;0.0;0;1;1;2;2;0;49.87981527371062;1;0;0;0;0;1;0;0;0
17125;1.0;0.0;0;1;0;2;2;2;32.0;0;0;1;0;0;1;0;0;0
19327;1.0;0.3;0;1;0;1;2;4;74.0;0;1;0;0;0;1;0;0;0
15476;1.0;0.3;0;1;0;1;2;4;112.0;0;1;0;0;0;0;0;0;1
3311;0.99726776;0.3;0;1;0;2;2;4;28.0;0;1;0;0;0;1;0;0;0
18839;1.0;0.0;0;1;0;2;1;3;66.0;0;0;1;0;0;0;0;1;0
983;0.99726776;0.6;0;1;0;2;2;4;41.0;0;1;0;0;0;1;0;0;0
4101;1.0;0.0;0;1;1;2;1;0;24.0;0;1;0;0;0;1;0;0;0
8587;1.0;0.0;0;0;1;2;4;0;47.87981527371062;0;0;0;1;0;1;0;0;0
8892;0.7459016390000001;0.0;0;0;1;2;4;0;36.0;0;0;0;1;0;1;0;0;0
3677;1.0;0.0;0;1;0;2;3;6;115.0;1;0;0;0;0;1;0;0;0
16937;1.0;0.3;0;1;0;2;2;2;23.0;0;0;1;0;0;1;0;0;0
9572;1.0;0.3;0;1;0;2;3;3;48.0;0;1;0;0;0;1;0;0;0
17791;1.0;0.3;0;1;0;2;4;3;34.0;0;0;1;0;0;1;0;0;0
14086;1.0;0.0;0;0;1;2;4;0;55.0;1;0;0;0;0;1;0;0;0
6093;0.99726776;0.0;0;1;1;2;1;0;36.0;0;0;0;1;0;1;0;0;0
8502;1.0;0.3;0;1;0;2;4;6;36.0;0;0;0;1;0;0;0;1;0
11211;1.0;0.0;0;1;0;1;1;3;10.0;0;1;0;0;0;1;0;0;0
1005;0.08493150699999999;0.3;0;1;0;2;2;3;38.0;1;0;0;0;0;0;0;0;1
5196;1.0;0.0;0;1;0;2;4;7;42.0;0;0;0;1;0;1;0;0;0
9147;1.0;0.0;1;0;1;2;4;0;47.87981527371062;0;0;0;1;0;1;0;0;0
17789;0.99726776;0.3;0;1;0;1;4;3;96.0;1;0;0;0;0;1;0;0;0
5609;1.0;0.0;0;1;1;2;1;0;53.0;0;1;0;0;0;1;0;0;0
13808;1.0;0.0;0;1;0;2;2;5;4.0;0;0;1;0;0;0;1;0;0
13432;0.8904109590000001;0.0;1;1;0;2;2;4;33.0;0;0;1;0;0;1;0;0;0
13740;1.0;0.0;0;0;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
347;0.74863388;0.0;0;1;0;2;2;6;52.0;0;0;1;0;0;0;0;0;1
4015;1.0;0.0;0;1;1;2;1;0;24.0;0;0;1;0;0;1;0;0;0
11474;1.0;0.0;0;1;0;2;1;2;84.0;1;0;0;0;0;0;0;1;0
15615;0.747945205;0.3;1;1;0;2;1;3;45.0;1;0;0;0;0;0;0;0;1
9513;1.0;0.0;1;1;0;2;4;7;47.0;0;0;0;1;0;0;0;1;0
10925;1.0;0.0;0;1;0;2;1;9;38.0;0;0;0;1;0;0;0;0;1
9148;1.0;0.0;1;0;1;2;4;0;49.87981527371062;0;0;0;1;0;1;0;0;0
14659;1.0;0.0;0;0;1;2;2;0;54.0;0;0;0;1;0;1;0;0;0
3352;1.0;0.0;0;0;1;2;2;0;48.87981527371062;0;0;1;0;0;1;0;0;0
18783;1.0;0.0;0;1;0;2;1;5;9.0;0;0;1;0;0;0;0;0;1
10531;0.9972602740000001;0.6;0;1;0;2;2;5;74.0;0;0;1;0;0;0;0;0;1
15879;0.45901639299999997;0.0;1;1;0;1;1;3;112.0;0;1;0;0;0;1;0;0;0
17506;1.0;0.6;0;1;0;2;2;4;7.0;0;0;1;0;0;1;0;0;0
1880;1.0;0.0;0;1;1;2;2;0;33.0;0;1;0;0;0;1;0;0;0
16811;1.0;0.0;1;1;0;2;2;4;52.0;0;1;0;0;0;1;0;0;0
2338;1.0;0.0;0;1;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
13124;1.0;0.0;0;0;1;2;2;0;25.0;0;0;0;1;0;1;0;0;0
14030;1.0;0.0;1;0;1;2;4;0;32.0;0;0;1;0;0;1;0;0;0
4427;1.0;0.0;0;1;1;2;1;0;27.0;0;0;1;0;0;1;0;0;0
9994;1.0;0.6;1;1;0;1;2;4;23.0;0;1;0;0;0;1;0;0;0
4728;1.0;0.0;0;0;1;2;3;0;53.0;1;0;0;0;0;1;0;0;0
13792;1.0;0.0;0;0;1;2;1;0;25.0;0;0;0;1;0;1;0;0;0
8838;1.0;0.0;0;1;1;2;4;0;33.0;0;1;0;0;0;1;0;0;0
9277;1.0;0.0;1;0;1;2;4;0;54.0;0;1;0;0;0;1;0;0;0
2806;1.0;0.0;0;1;1;2;2;0;34.0;0;0;0;1;0;1;0;0;0
592;1.0;0.0;1;1;1;2;1;0;46.87981527371062;1;0;0;0;0;1;0;0;0
16717;1.0;0.3;1;1;0;1;2;6;57.0;0;0;1;0;0;1;0;0;0
9312;1.0;0.0;1;0;1;2;3;0;48.87981527371062;0;1;0;0;0;1;0;0;0
8078;1.0;0.0;0;0;1;2;2;0;46.87981527371062;0;0;1;0;0;1;0;0;0
5113;1.0;0.0;1;1;0;2;2;3;42.0;0;0;1;0;0;1;0;0;0
1502;1.0;1.0;0;1;0;2;2;7;64.0;0;0;1;0;0;0;0;1;0
11946;1.0;0.0;1;0;1;2;3;0;52.0;1;0;0;0;0;1;0;0;0
7206;0.99726776;0.0;0;1;1;2;1;0;28.0;0;1;0;0;0;1;0;0;0
13953;1.0;0.0;1;0;1;2;3;0;54.0;0;1;0;0;0;1;0;0;0
8812;1.0;0.0;0;1;1;2;4;0;35.0;0;1;0;0;0;1;0;0;0
8635;0.9207650270000001;0.0;0;0;1;2;2;0;46.87981527371062;1;0;0;0;0;1;0;0;0
14693;1.0;0.0;1;0;1;2;3;0;25.0;0;0;0;1;0;1;0;0;0
16503;1.0;0.0;1;1;0;2;4;6;102.0;0;1;0;0;0;0;0;0;1
6008;1.0;0.0;0;0;1;2;1;0;52.0;1;0;0;0;0;1;0;0;0
10181;0.99726776;0.0;1;1;0;2;2;3;86.0;1;0;0;0;0;1;0;0;0
12450;1.0;0.3;1;1;0;2;2;4;51.0;0;0;1;0;0;1;0;0;0
17678;1.0;0.0;1;1;0;2;1;4;52.0;0;0;1;0;0;0;0;1;0
3780;1.0;0.0;0;0;1;2;2;0;50.87981527371062;1;0;0;0;0;1;0;0;0
538;1.0;0.0;0;1;0;1;2;5;54.0;0;1;0;0;0;0;0;0;1
14848;0.99726776;0.0;0;0;1;2;1;0;56.0;0;0;1;0;0;1;0;0;0
15973;1.0;0.0;0;1;0;2;3;5;27.0;0;0;1;0;0;1;0;0;0
10688;1.0;0.0;0;0;1;2;3;0;33.0;0;0;0;1;0;1;0;0;0
4022;1.0;0.0;0;0;1;2;2;0;25.0;0;0;0;1;0;1;0;0;0
10877;1.0;0.0;0;0;1;2;4;0;33.0;0;1;0;0;0;1;0;0;0
15138;1.0;0.0;0;0;1;2;3;0;53.0;0;1;0;0;0;1;0;0;0
8875;1.0;0.0;0;0;1;2;4;0;46.87981527371062;0;1;0;0;0;1;0;0;0
5151;1.0;0.0;0;0;1;2;1;0;53.0;0;1;0;0;0;1;0;0;0
5788;1.0;0.0;0;1;1;2;1;0;53.0;0;1;0;0;0;1;0;0;0
10378;1.0;0.0;0;1;1;2;2;0;47.87981527371062;0;0;1;0;0;1;0;0;0
18963;0.06010929;0.0;0;1;0;2;1;4;32.0;0;0;1;0;0;1;0;0;0
18034;1.0;0.0;1;1;0;1;3;8;40.0;0;0;0;1;0;0;0;0;1
12532;1.0;0.0;0;0;1;2;2;0;24.0;0;0;0;1;0;1;0;0;0
8586;1.0;0.0;0;0;1;2;4;0;46.87981527371062;0;0;0;1;0;1;0;0;0
11840;1.0;0.0;0;0;1;2;1;0;53.0;1;0;0;0;0;1;0;0;0
18342;0.967213115;0.0;0;1;0;2;1;4;52.0;0;1;0;0;0;1;0;0;0
1428;0.038251366;0.0;0;1;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
6206;1.0;0.0;0;1;1;2;2;0;33.0;0;1;0;0;0;1;0;0;0
15609;1.0;0.0;0;1;0;2;1;4;43.0;0;0;1;0;0;1;0;0;0
18798;0.99726776;0.0;1;1;0;2;2;4;17.0;0;0;1;0;0;0;0;1;0
8780;1.0;0.0;0;0;1;2;4;0;50.87981527371062;0;0;1;0;0;1;0;0;0
454;1.0;0.0;0;1;1;2;2;0;32.0;0;0;0;1;0;1;0;0;0
663;1.0;0.0;1;1;1;2;3;0;32.0;1;0;0;0;0;1;0;0;0
1188;0.068493151;0.0;0;1;1;2;1;0;34.0;0;1;0;0;0;1;0;0;0
16052;1.0;0.0;1;1;0;2;3;5;8.0;0;0;1;0;0;0;0;1;0
5304;1.0;0.0;0;0;1;2;1;0;34.0;0;1;0;0;0;1;0;0;0
7247;0.99726776;0.0;0;1;0;2;2;3;12.0;0;0;0;1;0;0;0;1;0
9202;1.0;0.0;1;0;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
12889;1.0;0.0;0;0;1;2;1;0;24.0;0;0;0;1;0;1;0;0;0
7786;1.0;0.0;0;1;0;2;2;3;93.0;1;0;0;0;0;1;0;0;0
12234;1.0;0.0;0;0;1;2;1;0;48.87981527371062;0;0;0;1;0;1;0;0;0
3366;1.0;0.3;0;1;0;2;2;2;17.0;0;1;0;0;0;1;0;0;0
8084;1.0;0.0;0;0;1;2;2;0;46.87981527371062;1;0;0;0;0;1;0;0;0
15110;0.16438356199999998;0.3;0;1;0;2;2;2;17.0;1;0;0;0;0;1;0;0;0
12767;1.0;0.0;0;0;1;2;1;0;25.0;0;0;1;0;0;1;0;0;0
12427;1.0;0.0;0;1;0;2;2;5;55.0;0;0;1;0;0;1;0;0;0
1398;0.99726776;0.0;0;1;1;2;2;0;56.0;0;1;0;0;0;1;0;0;0
1136;1.0;0.0;0;1;0;2;2;4;126.0;0;1;0;0;0;0;0;0;1
5552;1.0;0.0;0;1;0;2;2;5;114.0;0;1;0;0;0;0;0;1;0
1420;1.0;0.0;0;1;1;2;2;0;32.0;0;0;0;1;0;1;0;0;0
5910;1.0;0.0;0;1;1;2;1;0;54.0;1;0;0;0;0;1;0;0;0
18769;1.0;0.0;0;1;0;2;2;5;1.0;0;0;0;1;0;1;0;0;0
13003;1.0;0.0;0;0;1;2;1;0;55.0;0;1;0;0;0;1;0;0;0
5243;1.0;0.0;0;1;0;2;1;7;42.0;0;0;0;1;0;1;0;0;0
16704;1.0;0.6;0;1;0;2;2;5;49.0;0;0;1;0;0;1;0;0;0
9206;0.8688524590000001;0.0;1;1;1;2;4;0;24.0;0;1;0;0;0;1;0;0;0
212;0.0;0.0;1;1;1;2;4;0;48.87981527371062;0;0;1;0;0;1;0;0;0
5840;0.0;0.0;1;1;1;2;1;0;48.87981527371062;0;1;0;0;0;1;0;0;0
13703;1.0;0.0;1;0;1;2;4;0;52.0;0;0;0;1;0;1;0;0;0
12212;1.0;0.0;1;0;1;2;4;0;33.0;0;0;1;0;0;1;0;0;0
7978;1.0;0.0;0;0;1;2;2;0;47.87981527371062;0;0;1;0;0;1;0;0;0
9120;1.0;0.0;0;1;0;2;3;4;56.0;0;1;0;0;0;0;0;0;1
7025;0.98630137;0.6;1;1;0;1;2;5;55.0;0;1;0;0;0;1;0;0;0
8324;0.163934426;0.0;1;0;1;2;3;0;46.87981527371062;0;0;0;1;0;1;0;0;0
8513;1.0;0.0;0;0;1;2;4;0;47.87981527371062;0;1;0;0;0;1;0;0;0
18830;0.333333333;0.0;0;1;0;2;2;7;37.0;0;0;1;0;0;0;0;1;0
15493;1.0;0.0;0;1;0;2;3;5;112.0;0;0;0;1;0;0;0;0;1
10394;0.9972602740000001;0.0;0;1;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
5908;0.41369863;0.0;0;1;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
18811;0.99726776;0.0;1;1;0;1;2;3;23.0;0;0;1;0;0;1;0;0;0
14899;1.0;0.0;0;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
181;1.0;0.0;0;1;0;2;2;3;62.0;1;0;0;0;0;0;0;0;1
17138;1.0;0.0;0;1;0;2;2;4;44.0;0;0;1;0;0;1;0;0;0
14645;1.0;0.0;1;0;1;2;4;0;32.0;0;0;1;0;0;1;0;0;0
16603;1.0;0.3;0;1;0;2;4;4;64.0;1;0;0;0;0;1;0;0;0
7223;0.99726776;0.3;0;1;0;2;2;8;116.0;0;0;1;0;0;1;0;0;0
5082;1.0;0.6;0;1;0;2;2;4;115.0;0;1;0;0;0;1;0;0;0
19475;0.967213115;0.6;0;1;0;1;2;4;206.0;1;0;0;0;0;1;0;0;0
12483;1.0;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
18947;1.0;0.0;1;1;0;2;3;4;63.0;0;1;0;0;0;0;0;1;0
4219;1.0;0.0;0;0;1;2;2;0;28.0;0;0;0;1;0;1;0;0;0
10529;1.0;0.6;0;1;0;2;3;7;35.0;0;0;1;0;0;1;0;0;0
16380;0.99726776;0.3;0;1;0;2;2;3;21.0;0;1;0;0;0;1;0;0;0
4253;1.0;0.0;0;1;0;2;1;5;30.0;0;0;0;1;0;0;0;1;0
1043;1.0;0.0;0;1;1;2;1;0;52.0;1;0;0;0;0;1;0;0;0
11423;1.0;0.0;0;0;1;2;2;0;35.0;0;1;0;0;0;1;0;0;0
4381;1.0;0.0;0;1;1;2;4;0;35.0;1;0;0;0;0;1;0;0;0
7577;1.0;0.0;0;0;1;2;2;0;35.0;0;0;0;1;0;1;0;0;0
6475;0.99726776;0.0;0;0;1;2;2;0;56.0;0;0;1;0;0;1;0;0;0
3706;1.0;0.0;0;1;1;2;1;0;55.0;1;0;0;0;0;1;0;0;0
15048;1.0;0.0;0;1;0;2;2;3;37.0;0;0;0;1;0;0;0;0;1
811;0.833333333;0.0;0;1;1;2;1;0;52.0;1;0;0;0;0;1;0;0;0
13554;1.0;0.3;0;1;0;2;3;4;23.0;0;1;0;0;0;0;0;1;0
17498;1.0;0.3;0;1;0;2;2;4;5.0;0;0;1;0;0;0;0;1;0
18003;1.0;0.0;1;1;0;2;2;5;33.0;0;0;0;1;0;0;0;1;0
5177;1.0;0.0;1;1;1;2;3;0;47.87981527371062;0;0;0;1;0;1;0;0;0
1812;1.0;0.0;0;1;1;2;1;0;52.0;0;0;1;0;0;1;0;0;0
16086;1.0;0.0;0;1;0;2;1;3;36.0;0;0;0;1;0;1;0;0;0
17032;1.0;0.3;0;1;0;2;3;4;82.0;1;0;0;0;0;1;0;0;0
10697;1.0;0.0;0;0;1;2;2;0;34.0;0;1;0;0;0;1;0;0;0
16841;1.0;0.0;1;1;0;2;2;4;53.0;0;0;1;0;0;1;0;0;0
11101;0.08469945400000001;0.0;0;0;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
3767;1.0;0.0;0;1;0;2;2;4;112.0;1;0;0;0;0;1;0;0;0
18371;0.293150685;0.0;1;1;0;2;2;4;113.0;0;1;0;0;0;0;0;0;1
16889;0.99726776;0.3;0;1;0;2;3;1;116.0;1;0;0;0;0;1;0;0;0
17807;0.99726776;0.0;1;1;0;2;3;7;59.0;0;0;0;1;0;1;0;0;0
17790;0.49589041100000003;0.0;1;1;0;2;4;6;7.0;0;0;0;1;1;0;0;0;0
18458;1.0;0.0;1;1;0;2;3;6;50.0;0;0;1;0;0;0;0;0;1
7594;1.0;0.0;1;0;1;2;2;0;55.0;1;0;0;0;0;1;0;0;0
15669;1.0;0.3;1;1;0;2;2;5;69.0;0;0;1;0;0;1;0;0;0
7678;1.0;0.0;0;1;1;2;2;0;34.0;0;0;1;0;0;1;0;0;0
6934;1.0;0.0;0;0;1;2;1;0;26.0;0;0;1;0;0;1;0;0;0
8439;0.99726776;0.3;0;1;0;2;2;3;28.0;0;0;1;0;0;1;0;0;0
11945;0.9972602740000001;0.0;1;0;1;2;3;0;54.0;1;0;0;0;0;1;0;0;0
14701;0.0;0.0;0;0;1;2;4;0;53.0;0;0;0;1;0;1;0;0;0
14551;1.0;0.0;1;1;0;2;4;8;75.0;0;0;0;1;0;1;0;0;0
14169;0.99726776;0.0;0;0;1;2;2;0;28.0;0;0;0;1;0;1;0;0;0
15515;1.0;0.0;1;1;0;2;4;4;92.0;1;0;0;0;0;1;0;0;0
17185;1.0;0.3;0;1;0;2;2;4;113.0;1;0;0;0;0;1;0;0;0
8743;0.41369863;0.0;0;0;1;2;4;0;49.87981527371062;0;1;0;0;0;1;0;0;0
10885;1.0;0.0;0;0;1;2;1;0;36.0;0;0;1;0;0;1;0;0;0
5376;1.0;0.0;0;0;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
540;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
6313;0.99726776;0.0;0;1;1;2;2;0;28.0;0;1;0;0;0;1;0;0;0
18464;1.0;0.0;1;1;0;2;3;2;64.0;1;0;0;0;0;0;0;1;0
9820;1.0;0.0;0;1;0;1;2;3;113.0;0;1;0;0;0;0;0;0;1
8264;1.0;0.0;0;0;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
19928;0.25136612;0.0;1;1;0;2;1;5;41.0;0;0;0;1;0;0;0;0;1
10638;1.0;0.0;0;1;1;2;4;0;34.0;0;1;0;0;0;1;0;0;0
2103;1.0;0.0;0;1;0;1;1;4;112.0;1;0;0;0;0;0;0;0;1
14143;0.24863388;0.0;1;0;1;2;4;0;24.0;1;0;0;0;0;1;0;0;0
2959;1.0;0.0;0;1;1;2;3;0;52.0;0;0;1;0;0;1;0;0;0
16823;1.0;0.0;1;1;0;2;2;5;32.0;0;0;0;1;0;1;0;0;0
16137;1.0;0.0;1;1;0;2;3;4;49.0;0;0;1;0;0;0;0;0;1
105;1.0;0.0;0;1;1;2;2;0;35.0;0;0;1;0;0;1;0;0;0
4083;0.99726776;0.0;0;1;0;2;2;3;116.0;0;1;0;0;0;1;0;0;0
13190;0.989071038;0.0;0;0;1;2;3;0;36.0;0;0;1;0;0;1;0;0;0
14212;1.0;0.0;1;0;1;2;3;0;52.0;1;0;0;0;0;1;0;0;0
5241;1.0;0.0;0;0;1;2;2;0;35.0;0;0;0;1;0;1;0;0;0
16077;1.0;0.0;0;1;0;2;2;2;114.0;1;0;0;0;0;1;0;0;0
10296;1.0;0.0;0;1;1;2;1;0;32.0;1;0;0;0;0;1;0;0;0
15359;1.0;0.3;0;1;0;1;2;3;5.0;1;0;0;0;0;1;0;0;0
4092;1.0;0.0;0;1;1;2;4;0;53.0;0;0;0;1;0;1;0;0;0
15402;1.0;0.0;0;1;0;2;2;8;5.0;0;0;0;1;0;1;0;0;0
17475;1.0;0.0;1;1;0;2;1;3;1.0;0;0;0;1;0;0;0;1;0
19094;1.0;0.3;0;1;0;2;3;5;74.0;0;0;1;0;0;0;0;0;1
3735;1.0;0.0;0;1;1;2;1;0;46.87981527371062;0;1;0;0;0;1;0;0;0
7946;1.0;0.0;1;0;1;2;3;0;48.87981527371062;0;1;0;0;0;1;0;0;0
10036;1.0;0.0;0;1;1;2;2;0;47.87981527371062;0;0;1;0;0;1;0;0;0
19930;0.418032787;0.0;0;1;0;2;1;6;28.0;0;0;0;1;0;1;0;0;0
12713;1.0;0.0;1;0;1;2;4;0;33.0;1;0;0;0;0;1;0;0;0
19645;0.99726776;0.6;0;1;0;1;1;2;6.0;0;0;1;0;0;1;0;0;0
18500;1.0;0.0;1;1;0;2;3;5;25.0;0;0;0;1;0;0;0;1;0
8809;1.0;0.0;0;1;0;2;4;5;52.0;0;0;0;1;0;0;0;0;1
3542;1.0;0.0;0;1;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
9871;0.99726776;0.0;0;1;1;2;2;0;28.0;0;0;0;1;0;1;0;0;0
2809;1.0;0.0;0;1;1;2;2;0;36.0;0;0;0;1;0;1;0;0;0
7451;1.0;0.0;0;0;1;2;2;0;24.0;0;0;1;0;0;1;0;0;0
10841;1.0;0.0;0;0;1;2;2;0;52.0;0;0;1;0;0;1;0;0;0
3707;0.99726776;0.0;0;1;1;2;1;0;56.0;1;0;0;0;0;1;0;0;0
4529;1.0;0.0;0;1;0;2;1;4;124.0;0;1;0;0;0;1;0;0;0
6772;1.0;0.0;1;0;1;2;2;0;35.0;0;1;0;0;0;1;0;0;0
9367;1.0;0.0;1;0;1;2;3;0;50.87981527371062;1;0;0;0;0;1;0;0;0
4258;1.0;0.0;1;0;1;2;4;0;46.87981527371062;0;0;1;0;0;1;0;0;0
3899;1.0;0.0;1;1;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
3578;0.912328767;0.0;0;1;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
4494;1.0;0.6;1;1;0;2;2;2;111.0;1;0;0;0;0;1;0;0;0
10920;1.0;0.0;1;1;0;2;4;7;114.0;1;0;0;0;0;0;0;1;0
5660;1.0;0.0;0;1;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
11398;1.0;0.0;0;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
1844;1.0;0.0;0;1;1;2;3;0;54.0;0;1;0;0;0;1;0;0;0
11937;1.0;0.0;0;1;0;2;4;3;43.0;1;0;0;0;0;1;0;0;0
1198;0.021917807999999997;0.0;0;1;1;2;1;0;26.0;0;0;0;1;0;1;0;0;0
10635;1.0;0.0;0;1;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
11177;1.0;0.0;0;0;1;2;1;0;24.0;0;0;1;0;0;1;0;0;0
18929;1.0;0.0;0;1;0;2;1;4;32.0;0;1;0;0;0;0;0;1;0
2794;1.0;0.0;0;1;1;2;2;0;26.0;0;0;1;0;0;1;0;0;0
12663;0.41369863;0.0;0;0;1;2;1;0;25.0;0;0;0;1;0;1;0;0;0
2037;1.0;0.6;0;1;0;2;1;4;165.0;1;0;0;0;0;1;0;0;0
15946;1.0;0.6;1;1;0;2;4;6;113.0;0;1;0;0;0;1;0;0;0
16977;1.0;1.0;1;1;0;2;4;5;92.0;0;1;0;0;0;1;0;0;0
17143;1.0;0.0;1;1;0;2;2;5;54.0;0;0;0;1;0;1;0;0;0
1324;0.5792349729999999;0.0;0;0;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
4744;1.0;0.0;0;1;1;2;2;0;32.0;0;0;1;0;0;1;0;0;0
2661;0.0;0.0;1;1;1;2;2;0;46.87981527371062;0;0;1;0;0;1;0;0;0
6007;1.0;0.0;0;1;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
13658;1.0;0.3;0;1;0;2;2;2;8.0;0;0;1;0;0;1;0;0;0
14170;1.0;0.0;0;0;1;2;1;0;33.0;0;0;1;0;0;1;0;0;0
8486;1.0;0.0;0;0;1;2;4;0;48.87981527371062;0;0;1;0;0;1;0;0;0
13164;1.0;0.0;0;1;0;1;2;3;82.0;1;0;0;0;0;0;0;0;1
10127;1.0;0.0;0;1;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
11200;1.0;0.0;1;1;0;2;3;5;7.0;0;0;0;1;0;0;0;1;0
12329;1.0;0.0;1;0;1;2;2;0;24.0;0;0;0;1;0;1;0;0;0
15584;1.0;0.0;0;1;0;2;1;3;4.0;0;0;0;1;0;1;0;0;0
11834;0.99726776;0.0;0;0;1;2;1;0;56.0;1;0;0;0;0;1;0;0;0
5944;1.0;0.0;0;0;1;2;2;0;32.0;0;0;1;0;0;1;0;0;0
7720;1.0;0.0;1;0;1;2;2;0;35.0;1;0;0;0;0;1;0;0;0
