;Unnamed: 0.1;EXPO;ft_23_categ;Identifiant;ft_2_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi;ft_22_categ_c_Ancien;ft_22_categ_c_Reconstruction;ft_22_categ_c_Annees-70;ft_22_categ_c_Recent-80;ft_22_categ_c_Moderne-90;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;Insee;Frequence;"Fréquence moyenne de sinistres
mouvement de terrain";"Fréquence moyenne de sinistres
sécheresse";"Fréquence moyenne de sinistres
séisme";Périls
9070;9070;1.0;2.0;852;2012;0;1;0;2;2;6;0;1;0;0;0;0;0;0;0;1;0;1;0;0;76540;1;1.0;0.0;0.0;0.0
9071;9071;1.0;0.0;17949;2012;0;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;31555;1;1.0;1.0;0.0;0.0
9072;9072;1.0;0.0;3698;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;43002;1;0.0;2.0;0.0;0.0
9073;9073;1.0;0.0;4586;2015;0;1;1;2;4;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;06083;2;2.0;0.0;1.0;0.0
9074;9074;1.0;0.0;12172;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;57412;1;0.0;0.0;0.0;0.0
9075;9075;1.0;0.0;12328;2014;0;1;0;2;4;4;0;1;0;0;0;0;0;1;0;0;0;0;0;1;06157;2;1.0;1.0;0.0;0.0
9076;9076;1.0;0.0;1185;2012;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;71270;1;0.0;1.0;0.0;0.0
9077;9077;1.0;0.0;10906;2013;0;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;06004;5;0.0;1.0;0.0;0.0
9078;9078;1.0;0.0;7928;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;38181;1;0.0;0.0;0.0;0.0
9079;9079;0.99726776;0.0;462;2016;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;87085;1;1.0;0.0;0.0;0.0
9080;9080;0.942465753;0.0;9323;2015;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;93048;1;1.0;1.0;0.0;0.0
9081;9081;1.0;0.0;1689;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;69123;1;1.0;0.0;0.0;0.0
9082;9082;1.0;0.0;14883;2015;0;0;1;2;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;93049;5;1.0;2.0;0.0;0.0
9083;9083;1.0;0.0;2447;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;29185;1;0.0;0.0;0.0;0.0
9084;9084;1.0;0.0;19045;2014;1;1;0;1;3;5;0;0;0;1;0;0;0;1;0;0;0;0;0;1;94068;1;1.0;1.0;0.0;0.0
9085;9085;1.0;0.0;4995;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;29232;10;1.0;0.0;0.0;0.0
9086;9086;0.99726776;0.0;4060;2016;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06153;0;0.0;0.0;0.0;0.0
9087;9087;1.0;0.0;13913;2014;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;64122;1;0.0;1.0;0.0;0.0
9088;9088;0.304109589;0.0;7579;2013;1;1;0;2;2;3;0;1;0;0;0;0;0;0;1;0;1;0;0;0;95313;10;1.0;0.0;0.0;0.0
9089;9089;1.0;0.0;9302;2012;1;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;93066;1;1.0;0.0;0.0;0.0
9090;9090;0.109589041;0.0;16803;2013;1;1;0;1;3;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;64483;1;1.0;1.0;0.0;0.0
9091;9091;1.0;0.3;19137;2015;0;1;0;2;2;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;30133;2;0.0;0.0;0.0;0.0
9092;9092;1.0;0.0;4664;2014;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
9093;9093;1.0;0.0;531;2012;1;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
9094;9094;1.0;0.0;7849;2013;1;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
9095;9095;1.0;0.0;11401;2015;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
9096;9096;1.0;0.0;5237;2013;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;91573;1;1.0;1.0;0.0;0.0
9097;9097;1.0;0.0;14149;2015;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;05145;0;0.0;0.0;0.0;0.0
9098;9098;0.99726776;0.0;6227;2016;0;1;0;2;2;4;0;1;0;0;0;0;0;0;0;1;0;0;0;1;64129;1;0.0;0.0;0.0;0.0
9099;9099;1.0;0.0;6502;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;43137;1;0.0;0.0;0.0;0.0
9100;9100;1.0;0.0;19306;2015;0;1;0;2;3;6;0;0;0;0;1;0;0;0;0;1;0;0;1;0;54395;2;0.0;1.0;0.0;0.0
9101;9101;1.0;0.0;10910;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;54431;2;1.0;1.0;0.0;0.0
9102;9102;1.0;0.0;8238;2015;0;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2B033;2;0.0;0.0;0.0;0.0
9103;9103;1.0;0.0;567;2012;1;1;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;33063;1;1.0;1.0;0.0;0.0
9104;9104;0.99726776;0.6;19616;2016;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;95426;5;0.0;1.0;0.0;0.0
9105;9105;1.0;0.6;14834;2013;0;1;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0;1;0;0;59599;1;1.0;1.0;0.0;0.0
9106;9106;1.0;0.0;8424;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;38053;1;0.0;0.0;0.0;0.0
9107;9107;1.0;0.0;12664;2013;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;74012;0;0.0;0.0;1.0;0.0
9108;9108;1.0;0.0;1874;2012;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;0;1;0;0;42218;1;0.0;0.0;0.0;0.0
9109;9109;1.0;0.0;9540;2013;1;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;73257;0;0.0;0.0;0.0;0.0
9110;9110;0.99726776;0.0;9345;2016;1;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;91174;1;1.0;1.0;0.0;0.0
9111;9111;1.0;0.0;5381;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;74042;1;1.0;0.0;1.0;0.0
9112;9112;1.0;0.0;652;2013;1;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06159;5;1.0;1.0;0.0;0.0
9113;9113;1.0;0.0;4617;2016;0;1;0;2;4;4;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06083;2;2.0;0.0;1.0;0.0
9114;9114;1.0;0.0;9903;2013;0;1;0;1;3;5;0;0;0;0;1;0;0;1;0;0;1;0;0;0;2A247;2;0.0;0.0;0.0;0.0
9115;9115;1.0;0.0;15104;2012;0;1;0;2;2;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;31555;1;1.0;1.0;0.0;3.0
9116;9116;0.780821918;0.0;9338;2013;1;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;93055;1;1.0;1.0;0.0;0.0
9117;9117;1.0;0.0;6117;2012;1;1;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;92044;1;1.0;0.0;0.0;0.0
9118;9118;1.0;0.0;12516;2012;0;1;0;1;2;6;0;1;0;0;0;1;0;0;0;0;0;0;0;1;64204;1;0.0;0.0;0.0;0.0
9119;9119;1.0;0.0;14350;2012;1;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
9120;9120;0.915068493;0.0;7257;2013;0;1;0;2;3;5;0;0;0;1;0;0;1;0;0;0;0;1;0;0;83137;1;1.0;1.0;0.0;0.0
9121;9121;0.99726776;0.3;19113;2016;1;1;0;2;1;5;0;0;0;1;0;0;1;0;0;0;0;0;0;1;13054;2;0.0;2.0;0.0;0.0
9122;9122;1.0;0.0;6973;2012;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;92012;1;1.0;0.0;0.0;0.0
9123;9123;1.0;0.0;19677;2016;0;1;0;2;2;8;0;1;0;0;0;0;0;0;0;1;0;0;0;1;59107;1;0.0;0.0;0.0;0.0
9124;9124;0.454794521;0.0;6951;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;51030;5;0.0;0.0;0.0;0.0
9125;9125;0.0;0.0;10122;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;83061;10;1.0;1.0;0.0;0.0
9126;9126;1.0;0.6;13147;2014;0;1;0;2;1;6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;05023;1;0.0;0.0;0.0;0.0
9127;9127;1.0;0.0;7035;2014;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;74137;1;0.0;0.0;5.0;0.0
9128;9128;1.0;0.0;7560;2012;0;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;06029;10;1.0;1.0;0.0;0.0
9129;9129;1.0;0.0;4024;2013;0;1;0;2;2;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;34301;1;0.0;0.0;0.0;0.0
9130;9130;1.0;0.0;6891;2016;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92004;1;1.0;0.0;0.0;0.0
9131;9131;1.0;0.0;252;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;61006;1;1.0;0.0;0.0;0.0
9132;9132;0.161643836;0.0;4173;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;62108;1;1.0;0.0;0.0;0.0
9133;9133;1.0;0.0;11017;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;59328;10;1.0;1.0;0.0;0.0
9134;9134;1.0;0.0;1097;2014;1;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;76259;10;1.0;0.0;0.0;0.0
9135;9135;0.126027397;0.0;12114;2014;1;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;06088;2;1.0;1.0;0.0;0.0
9136;9136;1.0;0.0;5510;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
9137;9137;1.0;0.0;15087;2015;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;10387;1;1.0;1.0;0.0;0.0
9138;9138;0.833333333;0.0;1823;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;68126;1;0.0;0.0;0.0;0.0
9139;9139;1.0;0.0;7532;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;80021;1;1.0;0.0;0.0;0.0
9140;9140;0.0;0.0;4127;2013;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;91174;1;1.0;1.0;0.0;0.0
9141;9141;1.0;0.0;7963;2012;1;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;83137;1;1.0;1.0;0.0;1.0
9142;9142;1.0;0.0;5584;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;67152;1;0.0;0.0;0.0;0.0
9143;9143;0.99726776;0.0;13640;2016;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;34172;5;0.0;1.0;0.0;0.0
9144;9144;0.99726776;0.0;8946;2016;0;1;0;2;4;7;0;0;0;0;1;0;0;0;0;1;0;0;0;1;06083;2;2.0;0.0;1.0;0.0
9145;9145;1.0;0.0;12755;2014;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83061;10;1.0;1.0;0.0;0.0
9146;9146;1.0;0.0;17084;2014;0;1;0;2;2;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;95018;1;1.0;1.0;0.0;0.0
9147;9147;1.0;0.0;14513;2015;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;91326;2;0.0;2.0;0.0;0.0
9148;9148;1.0;0.0;4884;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
9149;9149;1.0;0.0;552;2012;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;44070;0;0.0;0.0;0.0;0.0
9150;9150;1.0;0.0;1515;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;64122;1;0.0;1.0;0.0;0.0
9151;9151;1.0;0.0;6246;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83068;20;0.0;0.0;0.0;1.0
9152;9152;1.0;0.0;17987;2012;1;1;0;2;3;6;0;0;0;1;0;0;1;0;0;0;0;1;0;0;92024;1;1.0;0.0;0.0;0.0
9153;9153;1.0;0.0;2000;2014;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;69091;2;0.0;1.0;0.0;0.0
9154;9154;1.0;0.0;17684;2015;0;1;0;2;2;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
9155;9155;1.0;0.0;8681;2015;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;78418;1;0.0;0.0;0.0;0.0
9156;9156;1.0;0.0;16253;2013;1;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;59340;0;0.0;2.0;0.0;0.0
9157;9157;1.0;0.0;18843;2016;0;1;0;2;1;4;0;0;0;1;0;0;1;0;0;0;0;1;0;0;10387;1;1.0;1.0;0.0;0.0
9158;9158;1.0;0.0;10259;2012;0;1;0;2;3;5;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
9159;9159;0.06557377;0.0;4879;2016;1;1;0;2;3;5;0;1;0;0;0;0;0;1;0;0;0;1;0;0;93013;2;0.0;0.0;0.0;0.0
9160;9160;1.0;0.0;17314;2012;1;1;0;2;2;5;0;0;0;0;1;0;0;0;0;1;0;0;0;1;13055;5;0.0;1.0;0.0;1.0
9161;9161;1.0;0.0;9480;2012;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
9162;9162;0.99726776;0.0;18507;2016;1;1;0;2;3;7;0;1;0;0;0;1;0;0;0;0;0;0;1;0;92051;1;1.0;0.0;0.0;0.0
9163;9163;1.0;0.0;15976;2016;0;1;0;2;4;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;06088;2;1.0;1.0;0.0;0.0
9164;9164;0.747945205;0.0;6338;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;51454;1;1.0;0.0;0.0;0.0
9165;9165;1.0;0.0;543;2012;1;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;0;1;0;0;31555;1;1.0;1.0;0.0;0.0
9166;9166;1.0;0.0;16193;2013;1;1;0;2;4;6;0;0;0;1;0;1;0;0;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
9167;9167;1.0;0.0;5211;2013;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;54547;1;1.0;1.0;0.0;0.0
9168;9168;1.0;0.3;16303;2012;0;1;0;1;2;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;64122;1;0.0;1.0;0.0;0.0
9169;9169;1.0;0.0;6108;2015;1;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;33009;2;1.0;0.0;0.0;0.0
9170;9170;1.0;0.0;15195;2014;0;1;0;2;4;4;0;1;0;0;0;0;0;1;0;0;0;0;0;1;06070;0;0.0;1.0;0.0;0.0
9171;9171;0.961643836;0.0;7193;2013;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
9172;9172;0.893150685;0.0;13404;2013;1;1;0;2;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;16374;1;0.0;2.0;0.0;0.0
9173;9173;0.756164384;0.0;16598;2013;0;1;0;2;2;4;0;0;0;0;1;0;0;0;0;1;1;0;0;0;66148;5;0.0;0.0;0.0;0.0
9174;9174;1.0;0.6;19384;2015;0;1;0;2;2;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
9175;9175;1.0;0.0;8510;2012;0;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;06079;20;1.0;0.0;0.0;0.0
9176;9176;1.0;0.0;4019;2015;0;1;0;2;1;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;35238;1;1.0;0.0;0.0;0.0
9177;9177;1.0;0.0;3749;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;64249;5;0.0;1.0;0.0;0.0
9178;9178;1.0;0.0;14190;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
9179;9179;1.0;0.6;9594;2015;0;1;0;2;2;2;0;1;0;0;0;0;0;0;0;1;0;0;0;1;34003;10;0.0;0.0;0.0;0.0
9180;9180;1.0;0.0;2088;2012;0;1;0;1;2;4;0;0;0;1;0;0;0;1;0;0;0;1;0;0;57463;1;1.0;1.0;0.0;0.0
9181;9181;1.0;0.3;18300;2014;1;1;0;2;2;3;0;0;0;0;1;1;0;0;0;0;0;0;0;1;64122;1;0.0;1.0;0.0;0.0
9182;9182;1.0;0.0;4159;2013;0;1;0;2;1;4;0;1;0;0;0;1;0;0;0;0;0;1;0;0;74010;1;0.0;0.0;20.0;0.0
9183;9183;1.0;0.0;8436;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;64122;1;0.0;1.0;0.0;0.0
9184;9184;0.035519126;0.0;12171;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;08105;5;1.0;0.0;0.0;0.0
9185;9185;0.99726776;0.0;4725;2016;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;91174;1;1.0;1.0;0.0;0.0
9186;9186;1.0;0.3;17199;2014;0;1;0;2;2;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;11266;5;0.0;0.0;0.0;0.0
9187;9187;0.99726776;0.6;15533;2016;0;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;66136;5;0.0;0.0;1.0;0.0
9188;9188;1.0;0.0;9288;2012;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
9189;9189;1.0;0.0;15836;2012;1;1;0;2;3;10;0;1;0;0;0;0;1;0;0;0;0;0;0;1;92012;1;1.0;0.0;0.0;0.0
9190;9190;0.494535519;0.0;6435;2016;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;42186;10;0.0;0.0;0.0;0.0
9191;9191;0.794520548;0.0;10042;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;74281;1;0.0;0.0;0.0;0.0
9192;9192;0.99726776;0.0;15691;2016;0;1;0;2;1;6;0;1;0;0;0;0;0;0;0;1;0;0;0;1;42147;1;0.0;0.0;0.0;0.0
9193;9193;1.0;0.0;13931;2014;1;1;0;2;4;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06088;2;1.0;1.0;0.0;0.0
9194;9194;0.0;0.0;5658;2016;1;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
9195;9195;1.0;0.0;18846;2013;0;1;0;2;1;3;0;0;0;1;0;1;0;0;0;0;1;0;0;0;10387;1;1.0;1.0;0.0;0.0
9196;9196;0.328767123;0.0;3377;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14338;1;0.0;1.0;0.0;0.0
9197;9197;1.0;0.0;3984;2013;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;06083;2;2.0;0.0;1.0;1.0
9198;9198;0.0;0.0;248;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;38253;0;0.0;0.0;0.0;0.0
9199;9199;1.0;0.0;2253;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;34172;5;0.0;1.0;0.0;0.0
9200;9200;1.0;0.0;13778;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;13001;1;0.0;1.0;0.0;0.0
9201;9201;1.0;0.0;338;2016;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
9202;9202;0.580821918;0.0;12868;2013;1;0;1;2;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83137;1;1.0;1.0;0.0;0.0
9203;9203;1.0;0.0;14990;2013;1;0;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;94019;2;1.0;2.0;0.0;0.0
9204;9204;1.0;0.0;11702;2012;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;64189;1;1.0;1.0;0.0;0.0
9205;9205;1.0;0.0;15499;2014;0;1;0;1;2;6;0;1;0;0;0;1;0;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
9206;9206;0.920765027;0.0;18286;2012;1;1;0;2;4;7;0;0;0;1;0;1;0;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
9207;9207;1.0;0.0;15922;2013;0;1;0;2;2;2;0;0;0;0;1;0;0;0;1;0;1;0;0;0;30189;5;0.0;1.0;0.0;0.0
9208;9208;1.0;0.0;920;2015;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;27448;2;1.0;0.0;0.0;0.0
9209;9209;1.0;0.0;18735;2013;0;1;0;2;4;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;06083;2;2.0;0.0;1.0;0.0
9210;9210;1.0;0.0;9304;2014;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
9211;9211;1.0;0.0;13177;2015;0;1;0;2;2;4;0;1;0;0;0;0;0;0;1;0;0;0;0;1;83144;1;0.0;0.0;0.0;0.0
9212;9212;1.0;0.0;10876;2014;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92063;2;1.0;1.0;0.0;0.0
9213;9213;1.0;0.0;8749;2012;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;06088;2;1.0;1.0;0.0;1.0
9214;9214;1.0;0.3;16078;2014;0;1;0;1;2;4;0;1;0;0;0;0;1;0;0;0;0;1;0;0;77464;2;1.0;2.0;0.0;0.0
9215;9215;1.0;0.0;17394;2014;1;1;0;2;1;6;0;1;0;0;0;0;0;0;0;1;0;0;0;1;91249;1;0.0;2.0;0.0;0.0
9216;9216;0.821917808;0.0;7172;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;38421;1;0.0;1.0;0.0;0.0
9217;9217;0.747945205;0.0;4384;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;74056;5;0.0;0.0;1.0;0.0
9218;9218;1.0;0.6;19698;2016;0;1;0;2;4;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;06157;2;1.0;1.0;0.0;0.0
9219;9219;0.0;0.0;5790;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;13004;20;0.0;1.0;0.0;0.0
9220;9220;1.0;0.0;16826;2014;1;1;0;2;2;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;78551;1;1.0;1.0;0.0;0.0
9221;9221;1.0;0.0;8400;2012;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13056;1;0.0;5.0;0.0;0.0
9222;9222;1.0;0.0;8483;2014;0;1;0;1;4;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;06159;5;1.0;1.0;0.0;0.0
9223;9223;1.0;0.0;2325;2015;0;1;0;2;1;5;0;0;0;0;1;0;0;0;1;0;0;0;0;1;35288;1;1.0;1.0;0.0;0.0
9224;9224;1.0;0.0;4650;2012;0;1;0;2;2;3;0;0;0;0;1;0;0;0;1;0;0;0;0;1;63113;1;1.0;1.0;0.0;0.0
9225;9225;0.252054795;0.6;19601;2014;0;1;0;2;1;5;0;1;0;0;0;0;0;1;0;0;0;0;1;0;13001;1;0.0;1.0;0.0;0.0
9226;9226;1.0;0.0;3566;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;43251;1;0.0;1.0;0.0;0.0
9227;9227;0.068306011;0.3;15945;2016;1;1;0;1;2;4;0;0;0;0;1;1;0;0;0;0;1;0;0;0;95500;0;0.0;0.0;0.0;0.0
9228;9228;1.0;0.0;8460;2013;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06159;5;1.0;1.0;0.0;0.0
9229;9229;1.0;0.0;178;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;13047;1;1.0;1.0;0.0;0.0
9230;9230;1.0;0.0;13309;2012;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;74010;1;0.0;0.0;20.0;0.0
9231;9231;1.0;0.6;17842;2012;0;1;0;2;3;6;0;0;0;0;1;1;0;0;0;0;0;0;1;0;93066;1;1.0;0.0;0.0;0.0
9232;9232;0.99726776;0.6;15040;2016;0;1;0;1;3;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;92040;1;1.0;1.0;0.0;0.0
9233;9233;1.0;0.0;5969;2015;0;1;0;2;3;5;0;0;0;0;1;1;0;0;0;0;0;0;1;0;54395;2;0.0;1.0;0.0;0.0
9234;9234;1.0;0.0;17123;2013;1;1;0;2;1;4;0;0;0;1;0;0;0;0;0;1;0;0;0;1;49353;0;0.0;1.0;0.0;0.0
9235;9235;1.0;0.0;14231;2014;0;1;0;2;4;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;06083;2;2.0;0.0;1.0;0.0
9236;9236;1.0;0.0;5153;2013;1;1;0;2;3;5;0;0;0;0;1;0;1;0;0;0;0;0;0;1;33522;1;0.0;2.0;0.0;0.0
