;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
9047;4115;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1710.0;4;0.0;0;75118;1965.1201847262896;1
9048;569;2015;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;500.0;1;0.0;1;33096;1970.0;0
9049;11187;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2390.0;2;0.0;0;26198;1988.0;0
9050;11656;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2800.0;1;0.0;0;74012;1988.0;0
9051;17361;2012;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;400.0;2;0.3;2;11262;1900.0;1
9052;1694;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1579.0;2;0.0;0;69202;1988.0;1
9053;12974;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;8100.0;3;0.6;7;2A004;1966.0;0
9054;6969;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;900.0;2;0.0;0;13206;1980.0;0
9055;11709;2013;1.0;0;O;V;V;V;V;V;V;V;V;V;V;V;N;base;2;810.0;2;0.0;0;83123;1988.0;1
9056;13395;2016;0.855191257;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;660.0;3;0.0;0;93055;1960.0;0
9057;12661;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5312.0;2;0.0;0;66171;1988.0;0
9058;9982;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;2400.0;4;0.3;2;06123;1982.0;0
9059;5255;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;442.0;2;0.0;0;31555;1965.1201847262896;0
9060;11305;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;13204;1960.0;0
9061;3985;2015;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;952.0;4;0.6;6;06088;1970.0;0
9062;2305;2016;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;4;0.0;0;65440;1965.1201847262896;0
9063;5251;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;50.0;1;0.0;0;21054;1980.0;0
9064;9904;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;500.0;3;0.0;5;2A247;1970.0;0
9065;17697;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1300.0;3;0.0;5;64445;1960.0;0
9066;4672;2016;0.99726776;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;5434.0;4;0.6;6;06104;1975.0;1
9067;17990;2016;0.99726776;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;2025.0;4;0.0;7;75116;1880.0;0
9068;15864;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;950.0;2;0.3;5;13204;1960.0;0
9069;4606;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;145.0;2;0.0;0;62108;1980.0;0
9070;852;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;920.0;2;2.0;6;76540;1996.0;1
9071;17949;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2462.0;2;0.0;3;31555;2011.0;0
9072;3698;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2300.0;1;0.0;0;43002;1980.0;0
9073;4586;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;20.0;4;0.0;0;06083;1988.0;0
9074;12172;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;495.0;2;0.0;0;57412;1960.0;0
9075;12328;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2970.0;4;0.0;4;06157;1977.0;0
9076;1185;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;432.0;1;0.0;0;71270;1960.0;0
9077;10906;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;10027.0;4;0.0;0;06004;1980.0;1
9078;7928;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;O;base;2;1590.0;2;0.0;0;38181;1988.0;0
9079;462;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;1;0.0;0;87085;1980.0;0
9080;9323;2015;0.942465753;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;680.0;3;0.0;0;93048;1960.0;0
9081;1689;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;110.0;2;0.0;0;69385;1965.1201847262896;0
9082;14883;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;3;0.0;0;93049;1980.0;0
9083;2447;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1390.0;2;0.0;0;29185;1980.0;0
9084;19045;2014;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;1;3875.0;3;0.0;5;94068;1970.0;1
9085;4995;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;O;base;2;315.0;2;0.0;0;29232;1965.1201847262896;0
9086;4060;2016;0.99726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;306.0;4;0.0;0;06153;1960.0;0
9087;13913;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;443.0;2;0.0;0;64122;1960.0;0
9088;7579;2013;0.304109589;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;482.0;2;0.0;3;95313;1980.0;0
9089;9302;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;297.0;3;0.0;0;93066;1960.0;0
9090;16803;2013;0.109589041;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;1;900.0;3;0.0;4;64483;1930.0;0
9091;19137;2015;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;872.0;2;0.3;2;30133;1970.0;0
9092;4664;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;100.0;2;0.0;0;13207;1960.0;0
9093;531;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1117.0;4;0.0;0;06088;1980.0;0
9094;7849;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1962.0;4;0.0;0;75115;1960.0;1
9095;11401;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;780.0;2;0.0;0;13201;1960.0;1
9096;5237;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;180.0;1;0.0;0;91573;1960.0;1
9097;14149;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;838.0;1;0.0;0;05145;1960.0;0
9098;6227;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4400.0;2;0.0;4;64129;2002.0;1
9099;6502;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;850.0;1;0.0;0;43137;1988.0;0
9100;19306;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;1947.0;3;0.0;6;54395;1990.0;0
9101;10910;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2300.0;1;0.0;0;54431;1988.0;0
9102;8238;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2272.0;3;0.0;0;2B033;1965.1201847262896;0
9103;567;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;356.0;3;0.0;0;33063;1965.1201847262896;0
9104;19616;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;450.0;2;0.6;4;95426;1900.0;0
9105;14834;2013;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;620.0;3;0.6;4;59599;1950.0;0
9106;8424;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;38053;1965.1201847262896;0
9107;12664;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6850.0;1;0.0;0;74012;1988.0;0
9108;1874;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;728.0;2;0.0;4;42218;1900.0;0
9109;9540;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1750.0;1;0.0;0;73927;1965.1201847262896;0
9110;9345;2016;0.99726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;1;0.0;0;91174;1965.1201847262896;1
9111;5381;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1092.0;1;0.0;0;74042;1965.1201847262896;0
9112;652;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;4;0.0;0;06159;1960.0;0
9113;4617;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;441.0;4;0.0;4;06083;1960.0;0
9114;9903;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;500.0;3;0.0;5;2A247;1970.0;0
9115;15104;2012;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;600.0;2;0.0;2;31555;1960.0;1
9116;9338;2013;0.780821918;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;3;0.0;0;93055;1965.1201847262896;1
9117;6117;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;906.0;3;0.0;0;92044;1965.1201847262896;0
9118;12516;2012;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;5100.0;2;0.0;6;64204;1850.0;1
9119;14350;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1260.0;4;0.0;0;06088;1980.0;0
9120;7257;2013;0.915068493;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1000.0;3;0.0;5;83137;1960.0;0
9121;19113;2016;0.99726776;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;4400.0;1;0.3;5;13054;1960.0;0
9122;6973;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;310.0;3;0.0;0;92012;1960.0;0
9123;19677;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2412.0;2;0.0;8;59107;2014.0;1
9124;6951;2013;0.454794521;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;230.0;2;0.0;0;51030;1965.1201847262896;0
9125;10122;2013;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1769.0;2;0.0;0;83061;1988.0;0
9126;13147;2014;1.0;0;V;N;2;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;2600.0;1;0.6;6;05023;1971.0;1
9127;7035;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;797.0;1;0.0;0;74137;1960.0;0
9128;7560;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4800.0;4;0.0;0;06029;1980.0;0
9129;4024;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;500.0;2;0.0;2;34301;1900.0;0
9130;6891;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;586.0;3;0.0;0;92004;1960.0;0
9131;252;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2800.0;1;0.0;0;61006;1980.0;0
9132;4173;2013;0.161643836;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;465.0;2;0.0;0;62108;1980.0;0
9133;11017;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;2;0.0;0;59328;1960.0;0
9134;1097;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1045.0;2;0.0;0;76259;1980.0;1
9135;12114;2014;0.126027397;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;880.0;4;0.0;0;06088;1980.0;0
9136;5510;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6468.0;2;0.0;0;13208;1980.0;0
9137;15087;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;1;0.0;0;10387;1965.1201847262896;0
9138;1823;2012;0.833333333;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;2;0.0;0;68126;1988.0;0
9139;7532;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3672.0;2;0.0;0;80021;1980.0;1
9140;4127;2013;0.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;1;0.0;0;91174;1960.0;0
9141;7963;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;585.0;3;0.0;0;83137;1965.1201847262896;1
9142;5584;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;555.0;2;0.0;0;67152;1965.1201847262896;0
9143;13640;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;2;0.0;0;34172;1960.0;0
9144;8946;2016;0.99726776;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2922.0;4;0.0;7;06083;1995.0;0
9145;12755;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4625.0;2;0.0;0;83061;1988.0;0
9146;17084;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;800.0;2;0.0;3;95018;1964.0;0
9147;14513;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;1;0.0;0;91326;1960.0;0
9148;4884;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;650.0;2;0.0;0;13201;1960.0;0
9149;552;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;308.0;1;0.0;0;44070;1960.0;0
9150;1515;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;280.0;2;0.0;0;64122;1965.1201847262896;0
9151;6246;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3240.0;2;0.0;0;83900;1988.0;1
9152;17987;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;696.0;3;0.0;6;92024;1950.0;0
9153;2000;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;850.0;2;0.0;0;69091;1960.0;0
9154;17684;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;150.0;2;0.0;2;13205;1900.0;0
9155;8681;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;78418;1980.0;0
9156;16253;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1365.0;2;0.0;3;59340;2010.0;0
9157;18843;2016;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;502.0;1;0.0;4;10387;1950.0;0
9158;10259;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;3050.0;3;0.0;5;2A004;2000.0;0
9159;4879;2016;0.06557377;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;670.0;3;0.0;5;93013;1970.0;0
9160;17314;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;4069.0;2;0.0;5;13212;2001.0;1
9161;9480;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;480.0;4;0.0;0;75107;1965.1201847262896;0
9162;18507;2016;0.99726776;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;2167.0;3;0.0;7;92051;1900.0;1
9163;15976;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;332.0;4;0.0;4;06088;1900.0;1
9164;6338;2013;0.747945205;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;2;0.0;0;51454;1965.1201847262896;0
9165;543;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;676.0;2;0.0;4;31555;1718.0;0
9166;16193;2013;1.0;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;480.0;4;0.0;6;75117;1900.0;0
9167;5211;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;1;0.0;0;54547;1960.0;1
9168;16303;2012;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;1;320.0;2;0.3;3;64122;1930.0;1
9169;6108;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1670.0;1;0.0;0;33009;1960.0;0
9170;15195;2014;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;3269.0;4;0.0;4;06070;1975.0;1
9171;7193;2013;0.961643836;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3950.0;4;0.0;0;75116;1960.0;0
9172;13404;2013;0.893150685;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;4255.0;1;0.0;2;16374;1987.0;1
9173;16598;2013;0.756164384;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;450.0;2;0.0;4;66148;1994.0;0
9174;19384;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;200.0;2;0.6;2;13216;1930.0;0
9175;8510;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;4;0.0;0;06903;1965.1201847262896;0
9176;4019;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1086.0;1;0.0;4;35238;1900.0;1
9177;3749;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1222.0;2;0.0;0;64249;1965.1201847262896;1
9178;14190;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;370.0;2;0.0;0;13206;1960.0;1
9179;9594;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4639.0;2;0.6;2;34003;1987.0;1
9180;2088;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;1;750.0;2;0.0;4;57463;1970.0;0
9181;18300;2014;1.0;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;2;4040.0;2;0.3;3;64122;1900.0;1
9182;4159;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;765.0;1;0.0;4;74010;1850.0;0
9183;8436;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;520.0;2;0.0;0;64122;1965.1201847262896;0
9184;12171;2016;0.035519126;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;790.0;1;0.0;0;08105;1980.0;0
9185;4725;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;528.0;1;0.0;0;91174;1960.0;0
9186;17199;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;750.0;2;0.3;3;11266;1960.0;0
9187;15533;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;460.0;2;0.6;3;66136;2005.0;0
9188;9288;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;4;0.0;0;75120;1965.1201847262896;0
9189;15836;2012;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;4100.0;3;0.0;10;92012;1960.0;0
9190;6435;2016;0.494535519;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1845.0;1;0.0;0;42186;1980.0;0
9191;10042;2014;0.794520548;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;406.0;1;0.0;0;74281;1965.1201847262896;0
9192;15691;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4400.0;1;0.0;6;42147;2009.0;1
9193;13931;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;412.0;4;0.0;3;06088;1960.0;0
9194;5658;2016;0.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2770.0;4;0.0;0;75105;1965.1201847262896;1
9195;18846;2013;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;effpi;2;202.0;1;0.0;3;10387;1900.0;0
9196;3377;2013;0.328767123;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2100.0;2;0.0;0;14338;1980.0;0
9197;3984;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2900.0;4;0.0;0;06083;1960.0;1
9198;248;2012;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;10000.0;2;0.0;0;38931;1965.1201847262896;1
9199;2253;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2725.0;2;0.0;0;34172;1980.0;0
9200;13778;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2350.0;2;0.0;0;13001;1960.0;0
9201;338;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;326.0;4;0.0;0;75120;1960.0;1
9202;12868;2013;0.580821918;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2793.0;3;0.0;0;83137;1988.0;0
9203;14990;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;20840.0;3;0.0;0;94019;1980.0;1
9204;11702;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;3;0.0;0;64189;1960.0;1
9205;15499;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;1050.0;2;0.0;6;13204;1864.0;1
9206;18286;2012;0.920765027;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;1630.0;4;0.0;7;75113;1900.0;1
9207;15922;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;400.0;2;0.0;2;30189;1980.0;0
9208;920;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1824.0;1;0.0;0;27448;1960.0;0
9209;18735;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;300.0;4;0.0;3;06083;1920.0;0
9210;9304;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2573.0;4;0.0;0;75112;1965.1201847262896;0
9211;13177;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3850.0;2;0.0;4;83144;1981.0;1
9212;10876;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;3;0.0;0;92063;1960.0;0
9213;8749;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;4;0.0;0;06088;1965.1201847262896;1
9214;16078;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;640.0;2;0.3;4;77464;1950.0;0
9215;17394;2014;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2785.0;1;0.0;6;91249;2005.0;0
9216;7172;2014;0.821917808;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4368.0;2;0.0;0;38421;1980.0;0
9217;4384;2014;0.747945205;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5800.0;1;0.0;0;74056;1988.0;0
9218;19698;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1654.0;4;0.6;4;06157;1990.0;0
9219;5790;2014;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;693.0;1;0.0;0;13004;1965.1201847262896;0
9220;16826;2014;1.0;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;200.0;2;0.0;1;78551;1970.0;0
9221;8400;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1250.0;1;0.0;0;13056;1960.0;0
9222;8483;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;515.0;4;0.0;3;06159;1920.0;0
9223;2325;2015;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;2700.0;1;0.0;5;35288;1980.0;0
9224;4650;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;6851.0;2;0.0;3;63113;1980.0;1
9225;19601;2014;0.252054795;0;V;N;2;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;1858.0;1;0.6;5;13001;1972.0;0
9226;3566;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;7857.0;1;0.0;0;43251;1980.0;1
9227;15945;2016;0.068306011;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;500.0;2;0.3;4;95500;1900.0;0
9228;8460;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;270.0;4;0.0;0;06159;1960.0;0
9229;178;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1370.0;1;0.0;0;13047;1980.0;0
9230;13309;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;306.0;1;0.0;0;74010;1960.0;0
9231;17842;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;1400.0;3;0.6;6;93066;1920.0;0
9232;15040;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;300.0;3;0.6;3;92040;1910.0;1
9233;5969;2015;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;pi;2;1100.0;3;0.0;5;54395;1930.0;0
9234;17123;2013;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;2746.0;1;0.0;4;49353;2010.0;1
